symbol,ts,funding_rate,collect_cycle
MEXCFTS_PERP_GIGA_USDT,2024-11-12 04:00:00,-0.000128,4
MEXCFTS_PERP_GIGA_USDT,2024-11-12 08:00:00,-0.000138,4
MEXCFTS_PERP_GIGA_USDT,2024-11-12 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-12 16:00:00,-5.8e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-12 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-13 00:00:00,-0.000115,4
MEXCFTS_PERP_GIGA_USDT,2024-11-13 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-13 08:00:00,-0.000127,4
MEXCFTS_PERP_GIGA_USDT,2024-11-13 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-13 16:00:00,-3.5e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-13 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-14 00:00:00,-0.000113,4
MEXCFTS_PERP_GIGA_USDT,2024-11-14 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-14 08:00:00,-6.8e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-14 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-14 16:00:00,-0.000132,4
MEXCFTS_PERP_GIGA_USDT,2024-11-14 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-15 00:00:00,0.000167,4
MEXCFTS_PERP_GIGA_USDT,2024-11-15 04:00:00,9e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-15 08:00:00,-0.000123,4
MEXCFTS_PERP_GIGA_USDT,2024-11-15 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-15 16:00:00,-0.000122,4
MEXCFTS_PERP_GIGA_USDT,2024-11-15 20:00:00,-0.000131,4
MEXCFTS_PERP_GIGA_USDT,2024-11-16 00:00:00,0.000157,4
MEXCFTS_PERP_GIGA_USDT,2024-11-16 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-16 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-16 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-16 16:00:00,-9e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-16 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-17 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-17 04:00:00,3.6e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-17 08:00:00,-0.000124,4
MEXCFTS_PERP_GIGA_USDT,2024-11-17 12:00:00,-4.2e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-17 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-17 20:00:00,-0.000126,4
MEXCFTS_PERP_GIGA_USDT,2024-11-18 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-18 04:00:00,-0.000136,4
MEXCFTS_PERP_GIGA_USDT,2024-11-18 08:00:00,-0.00013,4
MEXCFTS_PERP_GIGA_USDT,2024-11-18 12:00:00,0.000173,4
MEXCFTS_PERP_GIGA_USDT,2024-11-18 16:00:00,0.000198,4
MEXCFTS_PERP_GIGA_USDT,2024-11-18 20:00:00,-0.000135,4
MEXCFTS_PERP_GIGA_USDT,2024-11-19 00:00:00,4.4e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-19 04:00:00,8.9e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-19 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-19 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-19 16:00:00,-0.000133,4
MEXCFTS_PERP_GIGA_USDT,2024-11-19 20:00:00,7.6e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-20 00:00:00,-0.000125,4
MEXCFTS_PERP_GIGA_USDT,2024-11-20 04:00:00,-0.000124,4
MEXCFTS_PERP_GIGA_USDT,2024-11-20 08:00:00,-0.000135,4
MEXCFTS_PERP_GIGA_USDT,2024-11-20 12:00:00,-0.000144,4
MEXCFTS_PERP_GIGA_USDT,2024-11-20 16:00:00,0.000124,4
MEXCFTS_PERP_GIGA_USDT,2024-11-20 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-21 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-21 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-21 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-21 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-21 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-21 20:00:00,8.4e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-22 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-22 04:00:00,0.000178,4
MEXCFTS_PERP_GIGA_USDT,2024-11-22 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-22 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-22 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-22 20:00:00,-5.1e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-23 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-23 04:00:00,0.00016,4
MEXCFTS_PERP_GIGA_USDT,2024-11-23 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-23 12:00:00,-0.000123,4
MEXCFTS_PERP_GIGA_USDT,2024-11-23 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-23 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-24 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-24 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-24 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-24 12:00:00,6.2e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-24 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-24 20:00:00,3.9e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-25 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-25 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-25 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-25 12:00:00,-0.00012,4
MEXCFTS_PERP_GIGA_USDT,2024-11-25 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-25 20:00:00,-0.000115,4
MEXCFTS_PERP_GIGA_USDT,2024-11-26 00:00:00,-0.000129,4
MEXCFTS_PERP_GIGA_USDT,2024-11-26 04:00:00,-0.000123,4
MEXCFTS_PERP_GIGA_USDT,2024-11-26 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-26 12:00:00,-0.000149,4
MEXCFTS_PERP_GIGA_USDT,2024-11-26 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-26 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-27 00:00:00,-8.4e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-11-27 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-27 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-27 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-27 16:00:00,8e-06,4
MEXCFTS_PERP_GIGA_USDT,2024-11-27 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-28 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-28 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-28 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-28 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-28 16:00:00,0.000187,4
MEXCFTS_PERP_GIGA_USDT,2024-11-28 20:00:00,-0.000139,4
MEXCFTS_PERP_GIGA_USDT,2024-11-29 00:00:00,0.000122,4
MEXCFTS_PERP_GIGA_USDT,2024-11-29 04:00:00,-0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-29 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-29 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-29 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-29 20:00:00,-0.000142,4
MEXCFTS_PERP_GIGA_USDT,2024-11-30 00:00:00,-0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-30 04:00:00,0.000121,4
MEXCFTS_PERP_GIGA_USDT,2024-11-30 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-11-30 12:00:00,-0.000121,4
MEXCFTS_PERP_GIGA_USDT,2024-11-30 16:00:00,-0.00013,4
MEXCFTS_PERP_GIGA_USDT,2024-11-30 20:00:00,4.8e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-12-01 00:00:00,-0.000125,4
MEXCFTS_PERP_GIGA_USDT,2024-12-01 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-01 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-01 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-01 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-01 20:00:00,-0.000129,4
MEXCFTS_PERP_GIGA_USDT,2024-12-02 00:00:00,-0.000116,4
MEXCFTS_PERP_GIGA_USDT,2024-12-02 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-02 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-02 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-02 16:00:00,-0.000146,4
MEXCFTS_PERP_GIGA_USDT,2024-12-02 20:00:00,-0.000122,4
MEXCFTS_PERP_GIGA_USDT,2024-12-03 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-03 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-03 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-03 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-03 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-03 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-04 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-04 04:00:00,-0.000133,4
MEXCFTS_PERP_GIGA_USDT,2024-12-04 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-04 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-04 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-04 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-05 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-05 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-05 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-05 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-05 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-05 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-06 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-06 04:00:00,-0.000138,4
MEXCFTS_PERP_GIGA_USDT,2024-12-06 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-06 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-06 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-06 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-07 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-07 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-07 08:00:00,-2.6e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-12-07 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-07 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-07 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-08 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-08 04:00:00,-0.000121,4
MEXCFTS_PERP_GIGA_USDT,2024-12-08 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-08 12:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-08 16:00:00,-4.1e-05,4
MEXCFTS_PERP_GIGA_USDT,2024-12-08 20:00:00,-0.000135,4
MEXCFTS_PERP_GIGA_USDT,2024-12-09 00:00:00,-0.000118,4
MEXCFTS_PERP_GIGA_USDT,2024-12-09 04:00:00,-0.000114,4
MEXCFTS_PERP_GIGA_USDT,2024-12-09 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-09 12:00:00,-4e-06,4
MEXCFTS_PERP_GIGA_USDT,2024-12-09 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-09 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-10 00:00:00,-0.000102,4
MEXCFTS_PERP_GIGA_USDT,2024-12-10 04:00:00,-0.000124,4
MEXCFTS_PERP_GIGA_USDT,2024-12-10 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-10 12:00:00,-0.000122,4
MEXCFTS_PERP_GIGA_USDT,2024-12-10 16:00:00,0.000108,4
MEXCFTS_PERP_GIGA_USDT,2024-12-10 20:00:00,0.000197,4
MEXCFTS_PERP_GIGA_USDT,2024-12-11 00:00:00,-0.000146,4
MEXCFTS_PERP_GIGA_USDT,2024-12-11 04:00:00,-0.000133,4
MEXCFTS_PERP_GIGA_USDT,2024-12-11 08:00:00,-0.000148,4
MEXCFTS_PERP_GIGA_USDT,2024-12-11 12:00:00,0.000191,4
MEXCFTS_PERP_GIGA_USDT,2024-12-11 16:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-11 20:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-12 00:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-12 04:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-12 08:00:00,0.0002,4
MEXCFTS_PERP_GIGA_USDT,2024-12-12 12:00:00,-0.000147,4
MEXCFTS_PERP_GIGA_USDT,2024-12-12 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-13 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-13 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-13 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-14 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-14 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-14 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-15 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-15 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-15 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-16 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-16 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-16 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-17 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-17 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-17 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-18 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-18 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-18 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-19 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-19 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-19 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-20 00:00:00,-0.000697,8
MEXCFTS_PERP_GIGA_USDT,2024-12-20 08:00:00,-0.002763,8
MEXCFTS_PERP_GIGA_USDT,2024-12-20 16:00:00,-0.001211,8
MEXCFTS_PERP_GIGA_USDT,2024-12-21 00:00:00,-0.001389,8
MEXCFTS_PERP_GIGA_USDT,2024-12-21 08:00:00,-0.001203,8
MEXCFTS_PERP_GIGA_USDT,2024-12-21 16:00:00,-0.003332,8
MEXCFTS_PERP_GIGA_USDT,2024-12-22 00:00:00,-0.001235,8
MEXCFTS_PERP_GIGA_USDT,2024-12-22 08:00:00,-0.001212,8
MEXCFTS_PERP_GIGA_USDT,2024-12-22 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-23 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-23 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-23 16:00:00,-0.000125,8
MEXCFTS_PERP_GIGA_USDT,2024-12-24 00:00:00,-0.000741,8
MEXCFTS_PERP_GIGA_USDT,2024-12-24 08:00:00,-0.000332,8
MEXCFTS_PERP_GIGA_USDT,2024-12-24 16:00:00,-0.001099,8
MEXCFTS_PERP_GIGA_USDT,2024-12-25 00:00:00,-3e-06,8
MEXCFTS_PERP_GIGA_USDT,2024-12-25 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-25 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-26 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-26 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-26 16:00:00,-0.000516,8
MEXCFTS_PERP_GIGA_USDT,2024-12-27 00:00:00,-0.000373,8
MEXCFTS_PERP_GIGA_USDT,2024-12-27 08:00:00,-0.001082,8
MEXCFTS_PERP_GIGA_USDT,2024-12-27 16:00:00,-0.001719,8
MEXCFTS_PERP_GIGA_USDT,2024-12-28 00:00:00,-0.001873,8
MEXCFTS_PERP_GIGA_USDT,2024-12-28 08:00:00,-0.001497,8
MEXCFTS_PERP_GIGA_USDT,2024-12-28 16:00:00,-1.9e-05,8
MEXCFTS_PERP_GIGA_USDT,2024-12-29 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-29 08:00:00,-4.2e-05,8
MEXCFTS_PERP_GIGA_USDT,2024-12-29 16:00:00,-0.000148,8
MEXCFTS_PERP_GIGA_USDT,2024-12-30 00:00:00,-0.001134,8
MEXCFTS_PERP_GIGA_USDT,2024-12-30 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-30 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-31 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-31 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2024-12-31 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-01 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-01 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-01 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-02 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-02 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-02 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-03 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-03 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-03 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-04 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-04 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-04 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-05 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-05 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-05 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-06 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-06 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-06 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-07 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-07 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-07 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-08 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-08 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-08 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-09 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-09 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-09 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-10 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-10 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-10 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-11 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-11 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-11 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-12 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-12 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-12 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-13 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-13 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-13 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-14 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-14 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-14 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-15 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-15 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-15 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-16 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-16 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-16 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-17 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-17 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-17 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-18 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-18 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-18 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-19 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-19 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-19 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-20 00:00:00,0.000702,8
MEXCFTS_PERP_GIGA_USDT,2025-01-20 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-20 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-21 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-21 08:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-21 16:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-22 00:00:00,0.0001,8
MEXCFTS_PERP_GIGA_USDT,2025-01-22 08:00:00,0.0001,8
